codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_ping,desviacion,comparacion_ding,desempeno_a_minus,desempeno_a1,desempeno_a2,desempeno_b1,desempeno_b_plus,Competencia
219392000102,LA SIERRA,INSTITUCION EDUCATIVA TECNICO AGROAMBIENTAL EL MORAL,43,Similar,9,Similar,60%,40%,0%,0%,0%,Inglés
219397000542,LA VEGA,INSTITUCION EDUCATIVA LOS UVOS,43,Similar,12,Similar,70%,20%,0%,10%,0%,Inglés
219397092111,LA VEGA,INSTITUCION EDUCATIVA AGROPECUARIO YANACONAS,46,Similar,10,Similar,61%,22%,17%,0%,0%,Inglés
119397092124,LA VEGA,I.E. NORMAL SUPERIOR LOS ANDES,43,Similar,6,Similar,73%,27%,0%,0%,0%,Inglés
219397002022,LA VEGA,INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA,38,Similar,6,Similar,93%,7%,0%,0%,0%,Inglés
219397000411,LA VEGA,INSTITUCION EDUCATIVA SAN JOSE DE ALTAMIRA,46,Similar,12,Similar,67%,20%,0%,13%,0%,Inglés
219397000399,LA VEGA,INSTITUCION EDUCATIVA NUESTRA SENORA DE LA CANDELARIA,47,Similar,7,Similar,63%,25%,13%,0%,0%,Inglés
219397000461,LA VEGA,INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER,44,Similar,6,Similar,81%,15%,4%,0%,0%,Inglés
419397092233,LA VEGA,INST DE EDUC PARA ADUL INAVE,43,Similar,4,Mayor,100%,0%,0%,0%,0%,Inglés
219397000062,LA VEGA,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,39,Similar,3,Mayor,100%,0%,0%,0%,0%,Inglés
319418000011,LÓPEZ DE MICAY,I.E. PABLO VI,40,Similar,7,Similar,85%,15%,0%,0%,0%,Inglés
219418001617,LÓPEZ DE MICAY,I.E. ZARAGOZA,39,Similar,8,Similar,100%,0%,0%,0%,0%,Inglés
219418001609,LÓPEZ DE MICAY,I.E. NOANAMITO,39,Similar,5,Mayor,92%,8%,0%,0%,0%,Inglés
219418000891,LÓPEZ DE MICAY,I.E. SANTA CRUZ ALTO SIGUI,36,Mayor,7,Similar,100%,0%,0%,0%,0%,Inglés
219418001226,LÓPEZ DE MICAY,INSTITUCION EDUCATIVA AGUA CLARA GOLONDRO,37,Mayor,5,Mayor,95%,5%,0%,0%,0%,Inglés
219418000386,LÓPEZ DE MICAY,I.E. DOS QUEBRADAS,39,Similar,6,Similar,92%,8%,0%,0%,0%,Inglés
219450000096,MERCADERES,I.E. MOJARRAS,39,Similar,9,Similar,82%,18%,0%,0%,0%,Inglés
219450001378,MERCADERES,I.E.A. ISRAEL MARÍA NARVÁEZ,49,Similar,8,Similar,43%,47%,7%,3%,0%,Inglés
119450000024,MERCADERES,INSTITUCIÓN EDUCATIVA JUAN XXIII,55,Menor,13,Menor,32%,30%,17%,15%,6%,Inglés
119450000903,MERCADERES,I.E. NUESTRA SEÑORA DEL ROSARIO -ANTES (I.E. URB DE NIÑAS NTA SRA DEL ROSARIO),49,Similar,15,Menor,59%,18%,3%,21%,0%,Inglés
41945000127,MERCADERES,INSTITUCIÓN EDUCATIVA AGROPECUARIA ARBOLEDA,48,Similar,8,Similar,40%,60%,0%,0%,0%,Inglés
219450000312,MERCADERES,INSTITUCION EDUCATIVA SAN JUANITO,37,Mayor,0,Mayor,100%,0%,0%,0%,0%,Inglés
3194550002,MIRANDA,INSTITUCION EDUCATIVA EL ROSARIO,49,Similar,10,Similar,42%,46%,7%,5%,0%,Inglés
119455000111,MIRANDA,INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ,55,Menor,11,Similar,25%,37%,28%,9%,1%,Inglés
219455000299,MIRANDA,INSTITUCION EDUCATIVA EL CABILDO (ANTES CENTRO EDUCATIVO EL CABILDO),44,Similar,4,Mayor,81%,19%,0%,0%,0%,Inglés
21945500037,MIRANDA,INSTITUCION EDUCATIVA TECNICO EL ORTIGAL,46,Similar,10,Similar,56%,35%,6%,3%,0%,Inglés
119455000189,MIRANDA,INSTITUCIÓN EDUCATIVA TÉCNICO MARISCAL SUCRE,48,Similar,7,Similar,53%,37%,11%,0%,0%,Inglés
219455000451,MIRANDA,INSTITUCION EDUCATIVA AGROPECUARIO MONTERREDONDO,40,Similar,5,Mayor,91%,9%,0%,0%,0%,Inglés
219455000558,MIRANDA,INST EDUC SANTA ANA,48,Similar,6,Similar,40%,50%,10%,0%,0%,Inglés
119473000081,MORALES,INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA,51,Similar,9,Similar,40%,39%,16%,4%,1%,Inglés
219473006661,MORALES,CENTRO INTEGRAL DE FORMACIÓN E INVESTIGACIÓN WAMPIANO,37,Mayor,7,Similar,100%,0%,0%,0%,0%,Inglés
219473000549,MORALES,INSTITUCION EDUCATIVA INTERCULTURAL BILING¿E AGUA NEGRA,42,Similar,8,Similar,76%,20%,4%,0%,0%,Inglés
219473000107,MORALES,INSTITUCION EDUCATIVA INDIGENA EL MESON,43,Similar,10,Similar,78%,17%,0%,4%,0%,Inglés
219473006504,MORALES,INSTITUCION EDUCATIVA AGROPECUARIA HERMES MARTINEZ,41,Similar,7,Similar,83%,13%,4%,0%,0%,Inglés
219473006512,MORALES,I.E. AGROPECUARIA MAXIMO GOMEZ,47,Similar,9,Similar,64%,24%,8%,4%,0%,Inglés
21947300059,MORALES,INSTITUCION EDUCATIVA INDIGENA CHIMBORAZO,41,Similar,5,Mayor,93%,7%,0%,0%,0%,Inglés
219473006636,MORALES,I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK,43,Similar,6,Similar,81%,16%,3%,0%,0%,Inglés
219473000018,MORALES,INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO,41,Similar,4,Mayor,100%,0%,0%,0%,0%,Inglés
219473000263,MORALES,INSTITUCION EDUCATIVA EL MANGO,46,Similar,7,Similar,50%,50%,0%,0%,0%,Inglés
219473006491,MORALES,I.E DE LOS REASENTAMIENTOS DEL CAUCA KWE´SX KSXA´W ÜUSA´S FXITXSA YAT (DESPERTAR DE NUESTROS SUEÑOS),N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Inglés
219473000891,MORALES,INSTITUCION EDUCATIVA INTERCULTURAL SEK WALAC A  (SOL CRECIENTE),37,Mayor,7,Similar,91%,9%,0%,0%,0%,Inglés
219473000336,MORALES,INSTITUCION EDUCATIVA RENACER AFRO,46,Similar,16,Menor,50%,50%,0%,0%,0%,Inglés
119513000224,PADILLA,I.E. ALMIRANTE PADILLA,41,Similar,9,Similar,81%,13%,5%,1%,0%,Inglés
219513000113,PADILLA,I.E. HOLANDA,43,Similar,6,Similar,79%,21%,0%,0%,0%,Inglés
219517001653,PÁEZ,I.E. TÉCNICA AGROPECUARIA DE RICAURTE,45,Similar,6,Similar,72%,22%,6%,0%,0%,Inglés
219517000487,PÁEZ,I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA,45,Similar,6,Similar,76%,20%,4%,0%,0%,Inglés
419517001202,PÁEZ,INSTITUCION EDUCATIVA GAITANA FXIW,43,Similar,7,Similar,75%,25%,0%,0%,0%,Inglés
119517000016,PÁEZ,INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO,47,Similar,8,Similar,57%,35%,8%,0%,0%,Inglés
219517000061,PÁEZ,INSTITUCION EDUCATIVA TECNICO AGROINDUSTRIAL SANTO DOMINGO SAVIO DE COHETANDO,43,Similar,6,Similar,83%,14%,3%,0%,0%,Inglés
219517000118,PÁEZ,I.E. TÉCNICA AGROP. FELIX MARIA PENNA,41,Similar,8,Similar,71%,29%,0%,0%,0%,Inglés
219517000312,PÁEZ,INSTITUCION EDUCATIVA JOSE REYES PETE,39,Similar,7,Similar,91%,9%,0%,0%,0%,Inglés
219517001661,PÁEZ,I.E. TÉCNICO EMPRESARIAL MONTE CRUZ,44,Similar,6,Similar,80%,20%,0%,0%,0%,Inglés
219517000177,PÁEZ,I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ,41,Similar,6,Similar,85%,15%,0%,0%,0%,Inglés
219517000576,PÁEZ,I.E. SABAS BELTRAN,44,Similar,6,Similar,86%,7%,7%,0%,0%,Inglés
219517001581,PÁEZ,I.E. SAT¿ WESX ZUUN,38,Similar,15,Menor,80%,20%,0%,0%,0%,Inglés
219517000291,PÁEZ,INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ,43,Similar,8,Similar,84%,11%,5%,0%,0%,Inglés
219517000754,PÁEZ,INSTITUCIÓN EDUCATIVA JUAN TAMA,42,Similar,6,Similar,86%,14%,0%,0%,0%,Inglés
219517000681,PÁEZ,INSTITUCION EDUCATIVA AGROAMBIENTAL LA CEJA,45,Similar,7,Similar,73%,27%,0%,0%,0%,Inglés
219517001238,PÁEZ,I.E. BENJAMIN DINDICUE SA TWE SX LUX PKHAAKHENXI YAT,38,Similar,4,Mayor,100%,0%,0%,0%,0%,Inglés
21951700024,PÁEZ,INST EDUC LA MURALLA,42,Similar,9,Similar,71%,29%,0%,0%,0%,Inglés
219517000738,PÁEZ,INSTITUCIÓN EDUCATIVA LA PALMA,39,Similar,6,Similar,82%,18%,0%,0%,0%,Inglés
219532001376,PATÍA,I.E. LA FONDA,43,Similar,8,Similar,79%,17%,4%,0%,0%,Inglés
419532001421,PATÍA,I.E. JUAN BAUTISTA BOLAÑOS,41,Similar,5,Mayor,89%,11%,0%,0%,0%,Inglés
119532002033,PATÍA,I.E. CAPITÁN BERMÚDEZ,46,Similar,7,Similar,62%,31%,8%,0%,0%,Inglés
21953200202,PATÍA,INSTITUCIÓN EDUCATIVA LA MESA,44,Similar,10,Similar,70%,22%,9%,0%,0%,Inglés
119532001045,PATÍA,I.E. SIMON BOLIVAR,44,Similar,10,Similar,67%,21%,10%,3%,0%,Inglés
219532001155,PATÍA,I.E. DOS RIOS,37,Mayor,8,Similar,91%,9%,0%,0%,0%,Inglés
31953200227,PATÍA,INST DE FORMACION PARA JOVENES Y ADULTOS DEL PATIA IFAP,32,Mayor,0,Mayor,100%,0%,0%,0%,0%,Inglés
119532000529,PATÍA,I.E. BACHILLERATO PATIA,48,Similar,10,Similar,48%,35%,14%,2%,0%,Inglés
219532000221,PATÍA,I.E. LAS BRISAS ANTES (C.E. LAS BRISAS),40,Similar,8,Similar,73%,27%,0%,0%,0%,Inglés
219532001252,PATÍA,I.E. DE DESARROLLO RURAL EL ESTRECHO,42,Similar,8,Similar,77%,21%,0%,2%,0%,Inglés
219532000434,PATÍA,I.E.A. CAMILO TORRES,41,Similar,9,Similar,74%,19%,7%,0%,0%,Inglés
219532000493,PATÍA,I.E. DON ALONSO,34,Mayor,2,Mayor,100%,0%,0%,0%,0%,Inglés
219532000825,PATÍA,I.E. EL TREBOL,55,Menor,10,Similar,25%,50%,0%,25%,0%,Inglés
219532000272,PATÍA,C.E. SANTA ROSA BAJA,41,Similar,2,Mayor,100%,0%,0%,0%,0%,Inglés
219701001194,PIAMONTE,INST EDUC AGRIC PIAMONTE,41,Similar,6,Similar,88%,13%,0%,0%,0%,Inglés
21970100018,PIAMONTE,INSTITUCION EDUCATIVA SANTO DOMINGO SABIO,46,Similar,9,Similar,56%,31%,13%,0%,0%,Inglés
119548000251,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA MADRE DE DIOS,52,Similar,9,Similar,33%,43%,14%,10%,0%,Inglés
21954800037,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA TECNICO TUNIA,48,Similar,8,Similar,50%,41%,9%,0%,0%,Inglés
11954800026,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA INSTITUTO NACIONAL MIXTO,51,Similar,9,Similar,33%,44%,18%,5%,0%,Inglés
119548000014,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA EL OASIS,47,Similar,7,Similar,58%,30%,10%,3%,0%,Inglés
219548000574,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA AGROINDUSTRIAL LA MARIA,43,Similar,9,Similar,89%,0%,11%,0%,0%,Inglés
319548000692,PIENDAMÓ - TUNÍA,COLEGIO CIUDAD DE PIENDAMO,59,Menor,9,Similar,19%,29%,33%,19%,0%,Inglés
219548000329,PIENDAMÓ - TUNÍA,INSTITUCIÓN EDUCATIVA LOS UVALES,45,Similar,6,Similar,59%,41%,0%,0%,0%,Inglés
31954800082,PIENDAMÓ - TUNÍA,BACHILLERATO ACADEMICO PARA ADULTOS ALHERSAN,42,Similar,7,Similar,82%,12%,6%,0%,0%,Inglés
219548000167,PIENDAMÓ - TUNÍA,INSTITUCIÓN EDUCATIVA PISITAO GRANDE SAN MIGUEL,47,Similar,7,Similar,71%,21%,7%,0%,0%,Inglés
219548000809,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA EL CARMEN,43,Similar,8,Similar,75%,21%,4%,0%,0%,Inglés
219548000817,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA SANTA ELENA,42,Similar,8,Similar,82%,12%,6%,0%,0%,Inglés
119548000138,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA SIMON BOLIVAR,50,Similar,8,Similar,43%,39%,17%,0%,0%,Inglés
21954800006,PIENDAMÓ - TUNÍA,I.E. CAÑA DULCE,44,Similar,10,Similar,71%,12%,18%,0%,0%,Inglés
319548000838,PIENDAMÓ - TUNÍA,INSTITUTO EMPRESARIAL DE PIENDAMO,45,Similar,8,Similar,67%,17%,17%,0%,0%,Inglés
219548000337,PIENDAMÓ - TUNÍA,INSTITUCION EDUCATIVA SAN ISIDRO PIENDAMO,46,Similar,9,Similar,59%,31%,6%,3%,0%,Inglés
119573000134,PUERTO TEJADA,I.E. SAGRADO CORAZON,45,Similar,10,Similar,71%,21%,2%,7%,0%,Inglés
119573000223,PUERTO TEJADA,I.E. JOSE HILARIO LOPEZ,38,Similar,6,Similar,96%,4%,0%,0%,0%,Inglés
119573000339,PUERTO TEJADA,I.E. POLITECNICO LA MILAGROSA,40,Similar,7,Similar,86%,14%,0%,0%,0%,Inglés
319573000567,PUERTO TEJADA,COLEGIO BAHAI RUHI ARBAB,53,Menor,13,Menor,41%,26%,15%,19%,0%,Inglés
319573000231,PUERTO TEJADA,CORPORACION EDUCATIVA ADVENTISTA C.E.A.,46,Similar,11,Similar,61%,19%,16%,3%,0%,Inglés
119573000207,PUERTO TEJADA,I.E. FIDELINA ECHEVERRY,44,Similar,9,Similar,68%,23%,7%,1%,0%,Inglés
319573000338,PUERTO TEJADA,COLEGIO COOPERATIVO NATANAEL DIAZ,47,Similar,8,Similar,57%,41%,0%,3%,0%,Inglés
319573000818,PUERTO TEJADA,INSTITUTO DE FORMACION LABORAL INSDEFORLA,39,Similar,8,Similar,89%,5%,5%,0%,0%,Inglés
119573000673,PUERTO TEJADA,I.E. SAN PEDRO CLAVER,42,Similar,9,Similar,82%,15%,0%,0%,3%,Inglés
319573000401,PUERTO TEJADA,INSTITUTO COLOMBO JAPONES,41,Similar,6,Similar,79%,21%,0%,0%,0%,Inglés
319573000249,PUERTO TEJADA,COLEGIO EVANGELICO EBENEZER (ANTES ANTONIO NARINO),43,Similar,9,Similar,77%,14%,9%,0%,0%,Inglés
119573000774,PUERTO TEJADA,I.E. ANA SILENA ARROYAVE,41,Similar,7,Similar,71%,29%,0%,0%,0%,Inglés
219585000291,PURACÉ,I.E.A. GUILLERMO LEON VALENCIA,43,Similar,8,Similar,79%,13%,8%,0%,0%,Inglés
21958500041,PURACÉ,I.E. COLONIA ESCOLAR COCONUCO,47,Similar,7,Similar,56%,38%,6%,0%,0%,Inglés
219585000304,PURACÉ,I.E. MANUEL MARÍA MOSQUERA,51,Similar,6,Similar,31%,59%,6%,3%,0%,Inglés
219585000487,PURACÉ,I.E.T.A. MARGARITA LEGARDA,44,Similar,7,Similar,67%,33%,0%,0%,0%,Inglés
419585005585,PURACÉ,I.E.A. PALETARA,42,Similar,7,Similar,84%,16%,0%,0%,0%,Inglés
219622000077,ROSAS,INSTITUCIÓN EDUCATIVA LOMA BAJO,39,Similar,6,Similar,93%,7%,0%,0%,0%,Inglés
119622000552,ROSAS,INSTITUCION EDUCATIVA SANTA TERESITA,47,Similar,7,Similar,54%,43%,3%,0%,0%,Inglés
219622000051,ROSAS,I.E. EL MARQUEZ,50,Similar,16,Menor,50%,0%,25%,25%,0%,Inglés
119622000226,ROSAS,INSTITUCION EDUCATIVA MADRE CARIDAD BRADER,48,Similar,9,Similar,58%,29%,4%,8%,0%,Inglés
219622000069,ROSAS,INSTITUCION EDUCATIVA NUESTRA SENORA DEL CARMEN,43,Similar,8,Similar,75%,17%,8%,0%,0%,Inglés
219622000042,ROSAS,INSTITUCION EDUCATIVA AGROPECUARIO DE PARRAGA,49,Similar,8,Similar,29%,57%,14%,0%,0%,Inglés
119693000472,SAN SEBASTIÁN,I.E.A. NUESTRA SEÑORA DEL ROSARIO,47,Similar,5,Mayor,59%,41%,0%,0%,0%,Inglés
219693000019,SAN SEBASTIÁN,I.E. TÉCNICA EN SISTEMAS SANTIAGO,44,Similar,6,Similar,70%,30%,0%,0%,0%,Inglés
31969300051,SAN SEBASTIÁN,I.E.A. SAN SEBASTIAN,46,Similar,8,Similar,60%,35%,5%,0%,0%,Inglés
219693000086,SAN SEBASTIÁN,I.E.T. VENECIA (ANTES INST EDUC VENECIA),40,Similar,7,Similar,93%,7%,0%,0%,0%,Inglés
219693000621,SAN SEBASTIÁN,I.E.A. VALENCIA,42,Similar,6,Similar,76%,24%,0%,0%,0%,Inglés
319698001964,SANTANDER DE QUILICHAO,COLEGIO NINO JESUS DE PRAGA,66,Menor,11,Similar,0%,24%,24%,38%,14%,Inglés
219698000556,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA POLICARPA FERNANDEZ,42,Similar,6,Similar,77%,23%,0%,0%,0%,Inglés
219698000629,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA AGROPECUARIA LAS AVES,44,Similar,7,Similar,69%,28%,3%,0%,0%,Inglés
219698000327,SANTANDER DE QUILICHAO,I.E. AGROPECUARIA SAN ISIDRO,37,Mayor,8,Similar,91%,9%,0%,0%,0%,Inglés
319698002944,SANTANDER DE QUILICHAO,COLEGIO DE ADULTOS POR CICLOS INTEGRADOS GIMNASIO DEL NORTE,44,Similar,10,Similar,58%,42%,0%,0%,0%,Inglés
119698001205,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA ANA JOSEFA MORALES DUQUE,47,Similar,9,Similar,60%,31%,6%,2%,1%,Inglés
319698001859,SANTANDER DE QUILICHAO,LICEO PEDAGOGICO QUILICHAO,63,Menor,10,Similar,6%,31%,25%,31%,6%,Inglés
319698002057,SANTANDER DE QUILICHAO,INSTITUTO MUNDO CREATIVO,50,Similar,10,Similar,36%,36%,28%,0%,0%,Inglés
419698002329,SANTANDER DE QUILICHAO,INST TEC AGROP E INDUST JUAN TAMA,43,Similar,8,Similar,71%,29%,0%,0%,0%,Inglés
119698001698,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA LIMBANIA VELASCO,52,Similar,9,Similar,36%,36%,23%,5%,0%,Inglés
119698000101,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO,53,Menor,10,Similar,26%,46%,18%,9%,1%,Inglés
219698000173,SANTANDER DE QUILICHAO,INSTITUCIÓN EDUCATIVA SAN ANTONIO (ANTES CENTRO EDUCATIVO SAN ANTONIO),45,Similar,7,Similar,80%,17%,0%,3%,0%,Inglés
119698002678,SANTANDER DE QUILICHAO,I.E. FRANCISCO JOSE DE CALDAS,63,Menor,10,Similar,6%,29%,29%,33%,3%,Inglés
219698000432,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA EL PALMAR (ANTES CENTRO EDUCATIVO EL PALMAR),45,Similar,4,Mayor,80%,20%,0%,0%,0%,Inglés
219698000033,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA LA CONCEPCION,43,Similar,9,Similar,69%,25%,6%,0%,0%,Inglés
219698000661,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA DOMINGUILLO,49,Similar,8,Similar,46%,46%,6%,3%,0%,Inglés
319698002171,SANTANDER DE QUILICHAO,LICEO PEDAGOGICO NUEVA GENERACION,55,Menor,8,Similar,0%,78%,11%,11%,0%,Inglés
219698000319,SANTANDER DE QUILICHAO,I. E. BAJO SAN FRANCISCO,42,Similar,6,Similar,83%,17%,0%,0%,0%,Inglés
11969800008,SANTANDER DE QUILICHAO,I.E. TECNICO AMBIENTAL FERNANDEZ GUERRA,44,Similar,9,Similar,72%,19%,8%,2%,0%,Inglés
319698001735,SANTANDER DE QUILICHAO,LICEO CIUDAD DE SANTANDER,66,Menor,12,Similar,4%,17%,35%,26%,17%,Inglés
319698002846,SANTANDER DE QUILICHAO,COLEGIO NUEVO MILENIO,41,Similar,8,Similar,80%,20%,0%,0%,0%,Inglés
219698002656,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA AGROPECUARIA BENJAMIN DINDICUE,42,Similar,8,Similar,84%,16%,0%,0%,0%,Inglés
219698001595,SANTANDER DE QUILICHAO,I.E. JOSE MARIA CORDOBA,47,Similar,9,Similar,58%,28%,11%,2%,0%,Inglés
219698001641,SANTANDER DE QUILICHAO,INSTITUCION EDUCATIVA LA ARROBLEDA,44,Similar,8,Similar,78%,19%,0%,4%,0%,Inglés
319698002987,SANTANDER DE QUILICHAO,COLEGIO ETNOEDUCATIVO LAS AMERICAS,41,Similar,0,Mayor,100%,0%,0%,0%,0%,Inglés
219698000483,SANTANDER DE QUILICHAO,INSTITUCIÓN EDUCATIVA LA ESPERANZA,51,Similar,8,Similar,36%,45%,18%,0%,0%,Inglés
219698000041,SANTANDER DE QUILICHAO,INST EDUC AGROP SA T WE SX YAT,39,Similar,6,Similar,89%,11%,0%,0%,0%,Inglés
11969800025,SANTANDER DE QUILICHAO,INSTITUCIÓN EDUCATIVA CAUCA,51,Similar,10,Similar,35%,50%,10%,2%,2%,Inglés
319698003061,SANTANDER DE QUILICHAO,COLEGIO SANTANDER,45,Similar,8,Similar,72%,19%,9%,0%,0%,Inglés
219698002648,SANTANDER DE QUILICHAO,INSTITUCIÓN EDUCATIVA KLIICHAW SEK,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Inglés
31969800307,SANTANDER DE QUILICHAO,INSTITUTO TRASPASANDO FRONTERAS,40,Similar,10,Similar,80%,15%,3%,2%,0%,Inglés
319698002537,SANTANDER DE QUILICHAO,COL ALEGRIA DEL SABER ANTES (JRD INF ALEGRIA DEL SABER),66,Menor,11,Similar,0%,25%,50%,0%,25%,Inglés
21970100116,SANTA ROSA,I.E.A. VILLALOBOS,49,Similar,6,Similar,45%,45%,9%,0%,0%,Inglés
419701000995,SANTA ROSA,I.E.A. FRAY ISIDORO DE MONTCLAR,42,Similar,9,Similar,71%,29%,0%,0%,0%,Inglés
11970100136,SANTA ROSA,I.E.A. JOSÉ ACEVEDO Y GÓMEZ,49,Similar,7,Similar,47%,33%,20%,0%,0%,Inglés
219701000155,SANTA ROSA,I.E. SANTA MARTA ANTES (C.E. SANTA MARTA),42,Similar,14,Menor,75%,0%,25%,0%,0%,Inglés
219701001453,SANTA ROSA,INSTITUCIÓN EDUCATIVA SUMAK KAWSAY,38,Similar,8,Similar,100%,0%,0%,0%,0%,Inglés
219743000961,SILVIA,I.E. CENTRO INTEGRADO DE SERVICIOS,42,Similar,8,Similar,75%,25%,0%,0%,0%,Inglés
21974300018,SILVIA,INST EDUC TEC AMBALO ANTES (INST EDUC MIRAFLORES),42,Similar,7,Similar,69%,31%,0%,0%,0%,Inglés
119743000088,SILVIA,INSTITUCION EDUCATIVA NUESTRA SENORA DEL PERPETUO SOCORRO,48,Similar,8,Similar,53%,40%,5%,0%,2%,Inglés
21974300052,SILVIA,INSTITUCION EDUCATIVA MISAK MAMA MANUELA.,41,Similar,7,Similar,86%,14%,0%,0%,0%,Inglés
219743001062,SILVIA,I.E. DE USENDA,53,Menor,8,Similar,36%,45%,18%,0%,0%,Inglés
219743000155,SILVIA,I.E. RENACER PÁEZ,40,Similar,7,Similar,85%,15%,0%,0%,0%,Inglés
119743000401,SILVIA,I.E. EZEQUIEL HURTADO,48,Similar,9,Similar,45%,45%,7%,3%,0%,Inglés
219743000171,SILVIA,INST EDUC TEC KIZGO ANTES (INST EDUC QUIZGO),35,Mayor,13,Menor,91%,9%,0%,0%,0%,Inglés
219743000023,SILVIA,INST EDUC EL TRANAL ANTES CENTRO EDUCATIVO EL TRANAL,39,Similar,7,Similar,100%,0%,0%,0%,0%,Inglés
219743000147,SILVIA,I.E. QUICHAYA,44,Similar,5,Mayor,67%,33%,0%,0%,0%,Inglés
119743000584,SILVIA,I.E.T.A. FRANCISCO JOSE DE CALDAS,47,Similar,8,Similar,59%,26%,15%,0%,0%,Inglés
219743000741,SILVIA,I.E.T. AGROAMBIENTAL SEK BUVX FXIW LA GAITANA,31,Mayor,17,Menor,83%,17%,0%,0%,0%,Inglés
219743000252,SILVIA,I.E. LA CAMPANA,40,Similar,7,Similar,77%,23%,0%,0%,0%,Inglés
219760000541,SOTARA,I.E.A. LOS COMUNEROS,48,Similar,8,Similar,38%,63%,0%,0%,0%,Inglés
219760000177,SOTARA,I.E. LA PAZ,42,Similar,7,Similar,82%,18%,0%,0%,0%,Inglés
219760000401,SOTARA,I.E. AGROPECUARIA  LOS  ROBLES,46,Similar,9,Similar,62%,29%,5%,5%,0%,Inglés
119760000644,SOTARA,I.E. AGROPECUARIA INTEGRADO SOTARA,40,Similar,6,Similar,88%,12%,0%,0%,0%,Inglés
219760000193,SOTARA,INSTITUCIÓN EDUCATIVA EL CRUCERO,43,Similar,5,Mayor,60%,40%,0%,0%,0%,Inglés
219760000088,SOTARA,INST EDUC AGROP CHAPA,50,Similar,4,Mayor,50%,50%,0%,0%,0%,Inglés
219760000517,SOTARA,I.E. PIEDRA DE LEON (ANTES C.E. PIEDRA DE LEON),44,Similar,11,Similar,70%,20%,10%,0%,0%,Inglés
2197600001,SOTARA,I.E.  PUEBLOQUEMADO,45,Similar,10,Similar,67%,17%,17%,0%,0%,Inglés
119780000969,SUÁREZ,I.E.T.A. DE SUAREZ,43,Similar,7,Similar,73%,25%,1%,0%,0%,Inglés
219780000777,SUÁREZ,I.E. LA BETULIA,43,Similar,7,Similar,75%,25%,0%,0%,0%,Inglés
219780000599,SUÁREZ,I.E. DE PROMOCION VOCACIONAL DE ALTAMIRA,39,Similar,9,Similar,90%,5%,5%,0%,0%,Inglés
219780011418,SUÁREZ,I.E. SANTA ROSA DE LIMA,42,Similar,5,Mayor,90%,10%,0%,0%,0%,Inglés
219780000246,SUÁREZ,INSTITUCION EDUCATIVA SANTA MARTA (ANTES CENTRO EDUCATIVO SANTA MARTA),57,Menor,10,Similar,25%,25%,25%,25%,0%,Inglés
219780001218,SUÁREZ,I.E. ASNAZU,44,Similar,10,Similar,69%,20%,9%,3%,0%,Inglés
219780001382,SUÁREZ,INSTITUCION EDUCATIVA LA MESETA (ANTES CENTRO EDUCATIVO LA MESETA),42,Similar,6,Similar,80%,20%,0%,0%,0%,Inglés
219780000467,SUÁREZ,INSTITUCION EDUCATIVA MINDALA (ANTES CENTRO EDUCATIVO MINDALA),39,Similar,7,Similar,83%,17%,0%,0%,0%,Inglés
219780000343,SUÁREZ,I.E. AGROAMBIENTAL  AGUA CLARA,41,Similar,9,Similar,75%,19%,6%,0%,0%,Inglés
